EPS,Lineas,EmpresaAfiliada,NoBus,IDValidador,idsam
EPAS S.A.,55,INTER S.A,40,1811050264,04340BD2955D80
EPAS S.A.,55,INTER S.A,31,1903180171,042F3C22B95A80
EPAS S.A.,55,INTER S.A,116,1903180193,042F3022B95A80
EPAS S.A.,55,INTER S.A,113,1903180098,04321822B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,27,1903180262,04353F22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,28,1903180188,04322222B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,29,1903180293,04321A22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,30,1903180271,04321C22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,34,1903180264,04322C22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,35,1811050058,04363BD2955D80
EPAS S.A.,15-3,Automotores Guarani S.R.L,36,1903180029,04322422B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,38,1903180016,04321B22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,39,1903180043,043C1CDA955D80
EPAS S.A.,15-3,Automotores Guarani S.R.L,42,1903180005,044326CA955D80
EPAS S.A.,15-3,Automotores Guarani S.R.L,51,1903180267,04362D22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,52,1903180221,044323CA955D80
EPAS S.A.,15-3,Automotores Guarani S.R.L,53,1903180163,04323022B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,54,1903180152,04322E22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,55,1903180033,04363C22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,63,1903180075,04353B22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,64,1903180052,04353622B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,65,1903180279,04363422B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,66,1903180055,04363522B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,67,1903180047,04322122B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,68,1903180086,04362C22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,69,1811050055,04360FD2955D80
EPAS S.A.,15-3,Automotores Guarani S.R.L,70,1903180131,04203AD2955D80
EPAS S.A.,15-3,Automotores Guarani S.R.L,71,1903180178,04322322B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,72,1903180021,04321922B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,73,1811050056,043727D2955D80
EPAS S.A.,15-3,Automotores Guarani S.R.L,74,1903180069,04321D22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,75,1903180057,040D33D2955D80
EPAS S.A.,15-3,Automotores Guarani S.R.L,76,1903180291,04362F22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,77,1903180013,04353822B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,84,1903180170,04322C22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,85,1903180270,044324CA955D80
EPAS S.A.,15-3,Automotores Guarani S.R.L,86,1903180183,04322922B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,110,1903180292,04363022B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,116,1903180172,042F2422B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,117,1903180077,04362E22B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,118,1903180020,04363122B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,119,1903180088,04363222B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,120,1903180289,04363322B95A80
EPAS S.A.,15-3,Automotores Guarani S.R.L,121,1903180076,04362B22B95A80
EPAS S.A.,2,SMTC S.R.L,5,1903180046,04332122B95A80
EPAS S.A.,2,SMTC S.R.L,7,1903180198,04332422B95A80
EPAS S.A.,2,SMTC S.R.L,8,1903180156,04332522B95A80
EPAS S.A.,2,SMTC S.R.L,15003,1903180006,04332322B95A80
EPAS S.A.,2,SMTC S.R.L,15004,1903180222,04332D22B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,1,1903180192,04330C22D95A80
EPAS S.A.,41,1º de Diciembre S.R.L,2,1903180123,04362422B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,4,1903180240,04330722B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,5,1903180167,04330D22B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,6,1903180001,04303422B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,9,1903180054,04308592B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,12,1903180067,04303922B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,15,1903180027,04303722B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,17,1903180186,04320822B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,32,1903180230,04330822B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,36,1903180023,04303622B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,13,1903180151,04331322B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,7,1903180250,042F2322B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,18,1903180194,04333C22B95A80
EPAS S.A.,41,1º de Diciembre S.R.L,3,1903180099,04303F22B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1501,1903180134,04321622B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1502,1903180146,04320E22B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1503,1903180124,04321122B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1504,1903180115,04321422B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1505,1903180111,04301C22B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1506,1903180145,04321522B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1507,1903180116,04314122B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1508,1903180206,04301E22B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1509,1903180118,04321322B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1510,1903180065,04302422B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1511,1903180101,04321022B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1512,1903180236,04322A22B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1513,1903180209,04302122B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1514,1903180139,04321222B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1516,1903180123,04362422B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1519,1903180215,04321722B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1520,1903180114,04320D22B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1521,1903180214,04301B22B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1522,1903180143,04320C22B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1523,1903180122,04324022B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1526,1903180104,04320B22B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1527,1903180203,04302722B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1528,1903180053,04302822B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1529,1903180191,04302022B95A80
EPAS S.A.,27,SAN LORENZO C.I.S.A.,1530,1903180207,04302522B95A80
EPAS S.A.,85,Natividad de la Virgen Maria SRL,16,1903180014,04333222B95A80
EPAS S.A.,85,Natividad de la Virgen Maria SRL,26,1903180237,04304122B95A80
EPAS S.A.,85,Natividad de la Virgen Maria SRL,29,1903180010,04333822B95A80
EPAS S.A.,85,Natividad de la Virgen Maria SRL,30,1903180231,04304222B95A80
EPAS S.A.,85,Natividad de la Virgen Maria SRL,31,1903180235,042F4322B95A80
EPAS S.A.,5,La Chaqueña SATC,2,1903180205,042F2B22B95A80
EPAS S.A.,5,La Chaqueña SATC,3,1903180030,042F2522B95A80
EPAS S.A.,5,La Chaqueña SATC,4,1903180056,04333622B95A80
EPAS S.A.,5,La Chaqueña SATC,6,1903180274,042F2C22B95A80
EPAS S.A.,5,La Chaqueña SATC,7,1903180242,044325CA955D80
EPAS S.A.,5,La Chaqueña SATC,12,1903180062,04343C22B95A80
EPAS S.A.,5,La Chaqueña SATC,13,1903180232,04332B22B95A80
EPAS S.A.,54,G.M.T. y T. S.R.L.,1,1903180147,042F2F22B95A80
EPAS S.A.,54,G.M.T. y T. S.R.L.,4,1903180233,042F2622B95A80
EPAS S.A.,54,G.M.T. y T. S.R.L.,13,1903180096,04333322B95A80
EPAS S.A.,54,G.M.T. y T. S.R.L.,23,1903180243,042F4022B95A80
EPAS S.A.,54,G.M.T. y T. S.R.L.,30,1903180256,04344022B95A80
EPAS S.A.,54,G.M.T. y T. S.R.L.,31,1903180189,04332822B95A80
EPAS S.A.,54,G.M.T. y T. S.R.L.,32,1903180181,043408CA955D80
EPAS S.A.,21,San Fernando S.A.,2,1903180225,04303E22B95A80
EPAS S.A.,21,San Fernando S.A.,3,1903180261,04363E22B95A80
EPAS S.A.,21,San Fernando S.A.,4,1903180107,04323922B95A80
EPAS S.A.,21,San Fernando S.A.,5,1903180029,042F3D22B95A80
EPAS S.A.,21,San Fernando S.A.,6,1903180081,04300B22B95A80
EPAS S.A.,21,San Fernando S.A.,7,1903180255,04300822B95A80
EPAS S.A.,21,San Fernando S.A.,8,1903180026,04304022B95A80
EPAS S.A.,21,San Fernando S.A.,10,1903180272,04300922B95A80
EPAS S.A.,21,San Fernando S.A.,11,1903180275,04300522B95A80
EPAS S.A.,21,San Fernando S.A.,12,1903180218,042F3B22B95A80
EPAS S.A.,21,San Fernando S.A.,13,1903180248,042F4122B95A80
EPAS S.A.,21,San Fernando S.A.,14,1903180109,04323122B95A80
EPAS S.A.,21,San Fernando S.A.,15,1903180220,04310C22B95A80
EPAS S.A.,21,San Fernando S.A.,16,1903180182,04311722B95A80
EPAS S.A.,21,San Fernando S.A.,17,1903180245,042F4222B95A80
EPAS S.A.,21,San Fernando S.A.,18,1903180027,042F3F22B95A80
EPAS S.A.,21,San Fernando S.A.,19,1903180241,042F3E22B95A80
EPAS S.A.,21,San Fernando S.A.,20,1903180260,04332E22B95A80
